filename,cell_structure,symmetry_number,space_group_name_Hall,space_group_name_H-M,cell_angle_alpha,cell_angle_beta,cell_angle_gamma,cell_length_a,cell_length_b,cell_length_c
9004026.cif,monoclinic,15,C2/c,C2/c,90.0,105.52,90.0,9.567,8.76,5.186
9004027.cif,monoclinic,15,C2/c,C2/c,90.0,105.344,90.0,9.509,8.694,5.154
9004028.cif,monoclinic,15,C2/c,C2/c,90.0,105.269,90.0,9.476,8.654,5.136
9004029.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,18.259,8.823,5.19
9004030.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,18.201,8.768,5.154
9004031.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,18.093,8.75,5.127
9004032.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,18.108,8.722,5.12
9004033.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,18.022,8.658,5.085
9004039.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,105.02,90.0,6.905,7.108,13.321
9004058.cif,triclinic,2,P-1,P-1,92.97,96.65,105.78,6.21,7.06,7.76
9004059.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,96.25,90.0,12.28,3.6,8.0
9004062.cif,triclinic,2,P-1,P-1,101.53,114.97,103.38,8.534,8.556,7.015
9004065.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.43,10.43,10.43
9004066.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.393,10.393,10.393
9004067.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.428,10.428,10.428
9004068.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.395,10.395,10.395
9004069.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.421,10.421,10.421
9004071.cif,tetragonal,113,P-42_1m,P-42_1m,90.0,90.0,90.0,7.716,7.716,5.089
9004073.cif,cubic,198,P2_13,P2_13,90.0,90.0,90.0,6.642,6.642,6.642
9004074.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,10.521,10.521,10.521
9004075.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,10.044,10.044,10.044
9004076.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,10.038,10.038,10.038
9004077.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,9.977,9.977,9.977
9004078.cif,trigonal,160,R3m,R3m,90.0,90.0,120.0,9.607,9.607,3.143
9004080.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,7.3,7.3,5.402
9004084.cif,monoclinic,13,P2/c,P2/c,90.0,106.92,90.0,9.622,8.826,5.279
9004085.cif,monoclinic,13,P2/c,P2/c,90.0,106.92,90.0,9.622,8.826,5.279
9004086.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,9.923,9.923,9.923
9004088.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,3.991,3.991,3.991
9004091.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,8.36,5.352,6.858
9004092.cif,orthorhombic,70,Fddd,Fddd,90.0,90.0,90.0,9.829,12.302,5.868
9004093.cif,orthorhombic,31,Pmn2_1,Pmn2_1,90.0,90.0,90.0,4.873,5.852,3.608
9004094.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,5.842,5.951,11.666
9004096.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,6.993,6.995,6.245
9004097.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.278,90.0,5.402,5.596,7.756
9004100.cif,orthorhombic,25,Pmm2,Pmm2,90.0,90.0,90.0,3.008,4.828,5.214
9004102.cif,orthorhombic,26,Pmc2_1,Pmc2_1,90.0,90.0,90.0,11.472,33.744,4.016
9004104.cif,monoclinic,12,C2/m,C2/m,90.0,104.79,90.0,9.863,18.048,5.285
9004107.cif,tetragonal,115,P-4m2,P-4m2,90.0,90.0,90.0,7.603,7.603,5.358
9004108.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,33.773,11.586,4.01
9004109.cif,orthorhombic,60,Pbcn,Pbcn,90.0,90.0,90.0,14.413,5.76,5.084
9004110.cif,orthorhombic,60,Pbcn,Pbcn,90.0,90.0,90.0,4.785,5.758,5.16
9004111.cif,monoclinic,15,C2/c,C2/c,90.0,91.1,90.0,9.489,11.429,5.105
9004112.cif,monoclinic,4,P2_1,P2_1,90.0,90.2,90.0,4.661,5.602,3.411
9004115.cif,monoclinic,15,C2/c,C2/c,90.0,110.281,90.0,9.803,8.958,5.351
9004117.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,18.216,8.813,5.179
9004119.cif,monoclinic,12,C2/m,C2/m,90.0,94.02,90.0,13.305,4.042,16.417
9004121.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.861,8.987,5.045
9004122.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,8.884,5.456,7.157
9004123.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,56.115,11.569,4.001
9004125.cif,trigonal,148,R-3,R-3,68.99,68.99,68.99,9.152,9.152,9.152
9004126.cif,monoclinic,13,P2/c,P2/c,90.0,102.59,90.0,11.769,6.684,8.235
9004128.cif,tetragonal,82,I-4,I-4,90.0,90.0,90.0,5.427,5.427,10.871
9004129.cif,tetragonal,121,I-42m,I-42m,90.0,90.0,90.0,5.449,5.449,10.757
9004130.cif,tetragonal,121,I-42m,I-42m,90.0,90.0,90.0,5.487,5.487,10.848
9004131.cif,orthorhombic,58,Pnnm,Pnnm,90.0,90.0,90.0,8.062,8.384,5.881
9004133.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,10.981,10.981,10.981
9004134.cif,orthorhombic,58,Pnnm,Pnnm,90.0,90.0,90.0,18.357,12.591,6.068
9004135.cif,monoclinic,12,C2/m,C2/m,90.0,103.47,90.0,9.587,17.832,5.315
9004137.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,9.174,5.449,5.138
9004138.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,9.175,5.459,5.149
9004139.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,9.191,5.463,5.157
9004140.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,9.211,5.472,5.171
9004141.cif,tetragonal,136,P4_2/mnm,P4_2/mnm,90.0,90.0,90.0,4.593,4.593,2.959
9004142.cif,tetragonal,136,P4_2/mnm,P4_2/mnm,90.0,90.0,90.0,4.603,4.603,2.966
9004143.cif,tetragonal,136,P4_2/mnm,P4_2/mnm,90.0,90.0,90.0,4.616,4.616,2.977
9004144.cif,tetragonal,136,P4_2/mnm,P4_2/mnm,90.0,90.0,90.0,4.623,4.623,2.986
9004145.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,105.5,90.0,9.454,10.692,5.444
9004148.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,10.323,10.323,10.323
9004149.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,10.448,10.448,10.448
9004150.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,53.68,4.11,15.4
9004154.cif,monoclinic,15,C2/c,C2/c,90.0,95.15,90.0,17.989,4.792,5.5
9004155.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.481,8.481,8.481
9004156.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.504,8.504,8.504
9004157.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,94.3,90.0,17.97,4.11,17.62
9004159.cif,cubic,217,I-43m,I-43m,90.0,90.0,90.0,10.365,10.365,10.365
9004160.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.967,3.967,3.967
9004161.cif,tetragonal,97,I422,I422,90.0,90.0,90.0,7.483,7.483,14.893
9004164.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,107.53,90.0,5.251,10.464,18.577
9004165.cif,monoclinic,12,C2/m,C2/m,90.0,118.957,90.0,9.812,3.77,6.925
9004168.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,8.877,8.877,8.877
9004169.cif,monoclinic,12,C2/m,C2/m,90.0,101.86,90.0,15.942,10.821,7.241
9004170.cif,monoclinic,15,C2/c,C2/c,90.0,90.37,90.0,12.117,10.414,15.68
9004173.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,98.26,90.0,16.81,7.88,10.019
9004174.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,5.249,10.711,5.133
9004175.cif,orthorhombic,33,Pna2_1,Pna2_1,90.0,90.0,90.0,11.836,12.94,6.735
9004182.cif,trigonal,166,R-3m,R-3m,90.0,90.0,120.0,7.306,7.306,33.675
9004183.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,100.84,90.0,11.126,8.242,5.539
9004184.cif,triclinic,2,P-1,P-1,59.91,112.41,81.69,8.924,10.016,9.103
9004186.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,106.0,90.0,28.44,3.9,17.55
9004187.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,97.2,90.0,12.776,12.488,11.035
9004190.cif,orthorhombic,19,P2_12_12_1,P2_12_12_1,90.0,90.0,90.0,7.455,8.955,5.916
9004191.cif,triclinic,2,P-1,P-1,90.6,115.9,87.7,8.571,12.965,7.222
9004194.cif,monoclinic,15,C2/c,C2/c,90.0,90.85,90.0,17.093,4.877,5.558
9004195.cif,trigonal,166,R-3m,R-3m,90.0,90.0,120.0,7.315,7.315,17.035
9004196.cif,orthorhombic,28,Pma2,Pma2,90.0,90.0,90.0,5.958,10.576,3.749
9004197.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,10.271,10.271,10.807
9004199.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,97.24,90.0,12.29,3.59,11.174
9004202.cif,orthorhombic,19,P2_12_12_1,P2_12_12_1,90.0,90.0,90.0,7.401,7.412,9.99
9004204.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,8.244,6.043,11.987
9004205.cif,triclinic,2,P-1,P-1,89.06,104.32,84.97,7.158,7.552,16.014
9004206.cif,monoclinic,15,C2/c,C2/c,90.0,93.55,90.0,20.76,5.154,19.248
9004207.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,17.916,4.79,5.509
9004208.cif,monoclinic,5,C2,C2,90.0,101.69,90.0,6.852,8.659,4.686
9004209.cif,monoclinic,15,C2/c,C2/c,90.0,105.939,90.0,9.747,8.924,5.252
9004210.cif,monoclinic,15,C2/c,C2/c,90.0,105.726,90.0,9.763,8.949,5.25
9004211.cif,monoclinic,15,C2/c,C2/c,90.0,105.676,90.0,9.773,8.952,5.252
9004212.cif,monoclinic,15,C2/c,C2/c,90.0,105.5,90.0,9.795,8.979,5.255
9004213.cif,monoclinic,15,C2/c,C2/c,90.0,105.331,90.0,9.814,8.996,5.253
9004214.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,99.31,90.0,8.797,11.758,6.17
9004218.cif,orthorhombic,29,Pca2_1,Pca2_1,90.0,90.0,90.0,5.583,5.589,5.581
9004219.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,2.748,2.748,3.587
9004220.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,2.731,2.731,3.641
9004221.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,3.026,3.026,3.702
9004222.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,2.724,2.724,3.72
9004223.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,2.8,2.8,3.67
9004225.cif,cubic,215,P-43m,P-43m,90.0,90.0,90.0,3.79,3.79,3.79
9004226.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,5.758,5.758,5.758
9004228.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,4.088,4.088,4.088
9004229.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,2.857,2.857,2.857
9004230.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,17.415,16.035,13.598
9004231.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,9.11,9.11,9.11
9004232.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,9.116,9.116,9.116
9004238.cif,monoclinic,15,C2/c,C2/c,90.0,96.6,90.0,5.061,8.334,14.383
9004240.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.0,119.883,10.189,20.372,7.456
9004242.cif,tetragonal,82,I-4,I-4,90.0,90.0,90.0,8.64,8.64,8.873
9004243.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,4.11,13.6,30.485
9004244.cif,monoclinic,12,C2/m,C2/m,90.0,116.03,90.0,8.603,13.036,7.174
9004245.cif,monoclinic,12,C2/m,C2/m,90.0,115.98,90.0,8.608,13.041,7.18
9004246.cif,monoclinic,12,C2/m,C2/m,90.0,116.01,90.0,8.611,13.046,7.175
9004247.cif,monoclinic,12,C2/m,C2/m,90.0,115.97,90.0,8.606,13.017,7.185
9004248.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.884,9.976,4.927
9004250.cif,monoclinic,15,C2/c,C2/c,90.0,90.51,90.0,9.5,11.465,5.139
9004251.cif,monoclinic,15,C2/c,C2/c,90.0,90.4,90.0,9.46,11.421,5.119
9004252.cif,monoclinic,15,C2/c,C2/c,90.0,91.045,90.0,9.45,11.442,5.083
9004253.cif,monoclinic,15,C2/c,C2/c,90.0,90.51,90.0,9.454,11.498,5.077
9004254.cif,orthorhombic,60,Pbcn,Pbcn,90.0,90.0,90.0,4.473,11.308,4.775
9004261.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,114.62,90.0,8.905,5.684,10.113
9004262.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,110.12,90.0,8.712,11.247,6.091
9004263.cif,triclinic,2,P-1,P-1,90.81,101.97,86.76,6.632,8.337,6.475
9004265.cif,triclinic,2,P-1,P-1,104.46,93.81,104.18,8.337,10.367,7.629
9004266.cif,orthorhombic,19,P2_12_12_1,P2_12_12_1,90.0,90.0,90.0,5.838,7.224,8.69
9004267.cif,trigonal,166,R-3m,R-3m,90.0,90.0,120.0,6.248,6.248,26.802
9004270.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,100.48,90.0,9.014,12.074,4.926
9004271.cif,monoclinic,12,C2/m,C2/m,90.0,105.08,90.0,9.821,17.934,5.282
9004288.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,104.86,90.0,9.068,17.992,14.586
9004289.cif,cubic,204,Im-3,Im-3,90.0,90.0,90.0,9.041,9.041,9.041
9004290.cif,monoclinic,12,C2/m,C2/m,90.0,105.0,90.0,11.68,3.654,11.023
9004292.cif,monoclinic,12,C2/m,C2/m,90.0,91.24,90.0,20.789,5.787,9.142
9004294.cif,orthorhombic,60,Pbcn,Pbcn,90.0,90.0,90.0,16.291,9.181,10.571
9004295.cif,orthorhombic,55,Pbam,Pbam,90.0,90.0,90.0,9.198,12.528,2.965
9004299.cif,monoclinic,12,C2/m,C2/m,90.0,90.15,90.0,7.866,16.621,5.658
9004300.cif,monoclinic,12,C2/m,C2/m,90.0,90.15,90.0,7.866,16.621,5.658
9004301.cif,monoclinic,12,C2/m,C2/m,90.0,90.04,90.0,7.865,16.612,5.648
9004311.cif,monoclinic,15,C2/c,C2/c,90.0,105.88,90.0,9.743,8.916,5.256
9004312.cif,monoclinic,15,C2/c,C2/c,90.0,105.9,90.0,9.748,8.917,5.257
9004313.cif,monoclinic,15,C2/c,C2/c,90.0,105.897,90.0,9.75,8.921,5.259
9004314.cif,monoclinic,15,C2/c,C2/c,90.0,105.903,90.0,9.75,8.919,5.258
9004315.cif,monoclinic,15,C2/c,C2/c,90.0,105.888,90.0,9.749,8.918,5.257
9004316.cif,monoclinic,15,C2/c,C2/c,90.0,105.896,90.0,9.749,8.918,5.258
9004317.cif,monoclinic,15,C2/c,C2/c,90.0,105.894,90.0,9.748,8.918,5.257
9004318.cif,monoclinic,15,C2/c,C2/c,90.0,105.897,90.0,9.746,8.916,5.256
9004319.cif,monoclinic,15,C2/c,C2/c,90.0,105.893,90.0,9.749,8.914,5.256
9004320.cif,monoclinic,15,C2/c,C2/c,90.0,105.872,90.0,9.75,8.916,5.259
9004321.cif,monoclinic,15,C2/c,C2/c,90.0,105.9,90.0,9.747,8.914,5.259
9004322.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.764,10.226,6.005
9004323.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.765,10.238,5.999
9004324.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.767,10.249,6.0
9004325.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.766,10.241,5.998
9004326.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.765,10.24,5.998
9004327.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.765,10.239,5.999
9004328.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.765,10.239,5.998
9004329.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.764,10.237,5.997
9004330.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.765,10.237,5.998
9004331.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.766,10.24,5.999
9004332.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.766,10.238,5.999
9004337.cif,orthorhombic,43,Fdd2,Fdd2,90.0,90.0,90.0,10.231,39.91,10.339
9004342.cif,monoclinic,15,C2/c,C2/c,90.0,100.02,90.0,18.572,8.466,14.689
9004343.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,114.05,90.0,14.415,8.213,9.951
9004344.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,4.781,4.781,15.381
9004346.cif,monoclinic,12,C2/m,C2/m,90.0,104.68,90.0,9.818,18.032,5.27
9004347.cif,monoclinic,12,C2/m,C2/m,90.0,104.793,90.0,9.836,18.025,5.28
9004348.cif,monoclinic,12,C2/m,C2/m,90.0,104.924,90.0,9.862,18.025,5.293
9004349.cif,monoclinic,12,C2/m,C2/m,90.0,105.068,90.0,9.882,18.017,5.299
9004351.cif,monoclinic,12,C2/m,C2/m,90.0,105.19,90.0,9.899,17.992,5.308
9004352.cif,monoclinic,12,C2/m,C2/m,90.0,105.3,90.0,9.82,17.896,5.294
9004355.cif,monoclinic,15,C2/c,C2/c,90.0,98.19,90.0,11.274,11.669,6.603
9004356.cif,cubic,230,Ia-3d,Ia-3d,90.0,90.0,90.0,12.157,12.157,12.157
9004357.cif,cubic,230,Ia-3d,Ia-3d,90.0,90.0,90.0,12.157,12.157,12.157
9004360.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.294,90.0,7.814,10.242,13.273
9004361.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,10.349,10.349,10.349
9004371.cif,monoclinic,15,C2/c,C2/c,90.0,95.62,90.0,5.09,8.822,19.819
9004373.cif,monoclinic,12,C2/m,C2/m,90.0,105.17,90.0,9.873,18.011,5.299
9004374.cif,monoclinic,12,C2/m,C2/m,90.0,105.19,90.0,9.867,17.998,5.285
9004375.cif,monoclinic,12,C2/m,C2/m,90.0,105.26,90.0,9.86,17.984,5.29
9004376.cif,monoclinic,12,C2/m,C2/m,90.0,105.16,90.0,9.828,17.917,5.29
9004377.cif,monoclinic,12,C2/m,C2/m,90.0,105.24,90.0,9.866,17.994,5.291
9004378.cif,monoclinic,12,C2/m,C2/m,90.0,105.32,90.0,9.861,17.959,5.289
9004379.cif,monoclinic,12,C2/m,C2/m,90.0,105.4,90.0,9.874,17.995,5.298
9004380.cif,monoclinic,12,C2/m,C2/m,90.0,105.22,90.0,9.871,17.962,5.279
9004382.cif,monoclinic,12,C2/m,C2/m,90.0,105.31,90.0,9.854,17.935,5.285
9004383.cif,monoclinic,12,C2/m,C2/m,90.0,105.24,90.0,9.886,18.009,5.291
9004384.cif,monoclinic,12,C2/m,C2/m,90.0,105.44,90.0,9.855,17.927,5.283
9004385.cif,monoclinic,12,C2/m,C2/m,90.0,105.33,90.0,9.854,17.931,5.282
9004386.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,109.4,90.0,11.024,10.303,7.391
9004387.cif,orthorhombic,58,Pnnm,Pnnm,90.0,90.0,90.0,8.589,8.208,5.929
9004388.cif,monoclinic,14,P2_1/c,P2_1/c,90.088,90.0,90.0,8.589,8.207,5.928
9004390.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,10.437,10.437,20.887
9004393.cif,triclinic,2,P-1,P-1,95.71,90.94,103.11,9.841,10.818,15.733
9004394.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.667,6.053,9.316
9004395.cif,tetragonal,99,P4mm,P4mm,90.0,90.0,90.0,5.88,5.88,5.5
9004396.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,9.776,12.194,4.43
9004397.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,9.754,12.231,4.434
9004398.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,9.678,12.313,4.439
9004399.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,9.663,12.364,4.44
9004400.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,9.654,12.347,4.436
9004401.cif,trigonal,160,R3m,R3m,90.0,90.0,120.0,15.917,15.917,7.189
9004402.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,14.886,14.886,14.886
9004404.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,99.55,90.0,6.144,6.805,9.112
9004405.cif,triclinic,2,P-1,P-1,101.84,100.21,90.6,10.426,12.074,18.349
9004408.cif,orthorhombic,18,P2_12_12,P2_12_12,90.0,90.0,90.0,12.297,14.66,7.245
9004412.cif,monoclinic,12,C2/m,C2/m,90.0,104.09,90.0,9.668,17.801,5.309
9004413.cif,monoclinic,12,C2/m,C2/m,90.0,104.08,90.0,9.673,17.817,5.315
9004414.cif,monoclinic,12,C2/m,C2/m,90.0,104.21,90.0,9.678,17.772,5.31
9004415.cif,monoclinic,12,C2/m,C2/m,90.0,104.33,90.0,9.722,17.862,5.319
9004416.cif,monoclinic,12,C2/m,C2/m,90.0,104.83,90.0,9.772,17.853,5.31
9004417.cif,monoclinic,12,C2/m,C2/m,90.0,104.9,90.0,9.79,17.899,5.319
9004418.cif,monoclinic,12,C2/m,C2/m,90.0,104.64,90.0,9.737,17.875,5.314
9004419.cif,monoclinic,12,C2/m,C2/m,90.0,104.69,90.0,9.775,17.928,5.313
9004420.cif,monoclinic,12,C2/m,C2/m,90.0,105.08,90.0,9.87,17.991,5.291
9004421.cif,monoclinic,12,C2/m,C2/m,90.0,105.17,90.0,9.839,17.963,5.291
9004422.cif,monoclinic,12,C2/m,C2/m,90.0,105.33,90.0,9.854,17.931,5.282
9004423.cif,monoclinic,12,C2/m,C2/m,90.0,105.28,90.0,9.862,17.928,5.295
9004431.cif,monoclinic,15,C2/c,C2/c,90.0,98.22,90.0,12.87,5.381,11.888
9004432.cif,monoclinic,15,C2/c,C2/c,90.0,105.73,90.0,16.406,9.945,24.47
9004437.cif,tetragonal,87,I4/m,I4/m,90.0,90.0,90.0,12.04,12.04,7.543
9004438.cif,tetragonal,87,I4/m,I4/m,90.0,90.0,90.0,12.047,12.047,7.56
9004441.cif,monoclinic,12,C2/m,C2/m,90.0,90.68,90.0,7.877,16.609,5.665
9004442.cif,tetragonal,126,P4/nnc,P4/nnc,90.0,90.0,90.0,15.736,15.736,11.72
9004443.cif,tetragonal,126,P4/nnc,P4/nnc,90.0,90.0,90.0,15.725,15.725,11.716
9004453.cif,triclinic,2,P-1,P-1,100.356,110.163,82.981,8.129,9.492,6.894
9004454.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,4.035,4.035,4.035
9004455.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,12.524,12.907,11.646
9004456.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,6.063,6.063,6.063
9004458.cif,triclinic,2,P-1,P-1,89.94,62.94,76.88,6.973,7.365,7.665
9004459.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,14.495,21.419,4.042
9004461.cif,monoclinic,15,C2/c,C2/c,90.0,110.88,90.0,25.099,5.049,13.438
9004462.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.71,10.279,8.807
9004463.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.711,10.275,8.805
9004464.cif,tetragonal,87,I4/m,I4/m,90.0,90.0,90.0,10.15,10.15,2.952
9004466.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,5.448,5.526,7.758
9004468.cif,monoclinic,12,C2/m,C2/m,90.0,99.637,90.0,5.407,9.383,10.799
9004469.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,10.42,10.42,20.941
9004470.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,10.403,10.403,20.882
9004475.cif,monoclinic,15,C2/c,C2/c,90.0,95.735,90.0,5.192,9.015,20.046
9004476.cif,monoclinic,15,C2/c,C2/c,90.0,95.738,90.0,5.163,8.962,19.977
9004477.cif,tetragonal,85,P4/n,P4/n,90.0,90.0,90.0,15.532,15.532,11.821
9004479.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.22,90.0,5.178,7.51,14.381
9004481.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,91.465,90.0,8.808,9.982,9.409
9004482.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,92.085,90.0,8.58,9.718,9.291
9004483.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.867,8.354,5.346
9004484.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.955,8.472,5.397
9004485.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.154,8.879,5.454
9004488.cif,orthorhombic,58,Pnnm,Pnnm,90.0,90.0,90.0,37.654,12.615,6.247
9004490.cif,cubic,201,Pn-3,Pn-3,90.0,90.0,90.0,7.745,7.745,7.745
9004491.cif,cubic,201,Pn-3,Pn-3,90.0,90.0,90.0,7.874,7.874,7.874
9004492.cif,cubic,201,Pn-3,Pn-3,90.0,90.0,90.0,8.122,8.122,8.122
9004493.cif,monoclinic,12,C2/m,C2/m,90.0,104.74,90.0,9.845,18.01,5.275
9004494.cif,monoclinic,12,C2/m,C2/m,90.0,104.49,90.0,9.853,18.061,5.295
9004495.cif,monoclinic,12,C2/m,C2/m,90.0,104.93,90.0,9.866,17.998,5.285
9004496.cif,monoclinic,12,C2/m,C2/m,90.0,105.32,90.0,9.85,17.934,5.301
9004497.cif,tetragonal,87,I4/m,I4/m,90.0,90.0,90.0,12.041,12.041,7.581
9004498.cif,tetragonal,86,P4_2/n,P4_2/n,90.0,90.0,90.0,12.042,12.042,7.581
9004500.cif,tetragonal,86,P4_2/n,P4_2/n,90.0,90.0,90.0,12.074,12.074,7.581
9004506.cif,triclinic,2,P-1,P-1,92.6,95.3,90.6,5.498,7.161,14.45
9004507.cif,triclinic,2,P-1,P-1,92.55,95.3,90.61,5.497,7.163,14.437
9004519.cif,trigonal,160,R3m,R3m,90.0,90.0,120.0,7.018,7.018,40.56
9004520.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,118.746,90.0,7.528,14.832,7.463
